Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Fatafat Banake do.,UD-1,10043,Epic,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,High,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,01/Apr/26 10:44 AM,01/Apr/26 10:44 AM,,,Kardo 1,15/Apr/26 12:00 AM,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7236c928,,,,,ghx-label-3,,To Do,,,,yellow,,,,,0|i0002f:,,,UD Sprint 1,01/Apr/26 12:00 AM,,,,,,,,,,,,,,To Do,01/Apr/26 10:44 AM
WRITE TEST CASE FOR INSTRUCTOR NAME,UD-70,10181,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:17 AM,02/Apr/26 10:17 AM,,,,,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1c76feac,,,,,,,,,,,,,,,,0|i000gn:,,,UD Sprint 1,,,,,,,,,,,,10143,UD-48,WRITE FUNCTIONALITY TEST CASE FORCOURSE CARD LAYOUT,To Do,02/Apr/26 10:17 AM
WRITE TEST CASE FOR PRICE,UD-71,10183,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:17 AM,02/Apr/26 10:17 AM,,,,,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e9d5af,,,,,,,,,,,,,,,,0|i000gv:,,,UD Sprint 1,,,,,,,,,,,,10143,UD-48,WRITE FUNCTIONALITY TEST CASE FORCOURSE CARD LAYOUT,To Do,02/Apr/26 10:17 AM
WRITE TEST CASE FOR RATING,UD-72,10185,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:17 AM,02/Apr/26 10:17 AM,,,,,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@40e1d233,,,,,,,,,,,,,,,,0|i000h3:,,,UD Sprint 1,,,,,,,,,,,,10143,UD-48,WRITE FUNCTIONALITY TEST CASE FORCOURSE CARD LAYOUT,To Do,02/Apr/26 10:17 AM
WRITE TEST CASE FOR ENROLL BUTTON,UD-73,10187,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:17 AM,02/Apr/26 10:17 AM,,,,,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5248ce9c,,,,,,,,,,,,,,,,0|i000hb:,,,UD Sprint 1,,,,,,,,,,,,10143,UD-48,WRITE FUNCTIONALITY TEST CASE FORCOURSE CARD LAYOUT,To Do,02/Apr/26 10:17 AM
WRITE FUNCTIONALITY TEST CASE FOR COURSE NFO,UD-49,10144,Task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 9:57 AM,02/Apr/26 9:57 AM,02/Apr/26 10:18 AM,,Kardo 1,11/Apr/26 12:00 AM,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54190703,,,,,,,,,,,,,,,,0|i000bz:,,,UD Sprint 1,11/Apr/26 12:00 AM,,,,,,,,,,,,,,To Do,02/Apr/26 9:57 AM
WRITE TEST CASE FOR COURSE TITLE DISPLAY,UD-74,10190,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:19 AM,02/Apr/26 10:19 AM,,,,,0,Verify that the course title is displayed correctly in the course info section and matches the expected value.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a9033f2,,,,,,,,,,,,,,,,0|i000hj:,,,UD Sprint 1,,,,,,,,,,,,10144,UD-49,WRITE FUNCTIONALITY TEST CASE FOR COURSE NFO,To Do,02/Apr/26 10:19 AM
WRITE TEST CASE FOR INSTRUCTOR NAME DISPLAY,UD-75,10191,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:19 AM,02/Apr/26 10:19 AM,,,,,0,Ensure that the instructor's name is visible and accurate in the course info section.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e7bf646,,,,,,,,,,,,,,,,0|i000hr:,,,UD Sprint 1,,,,,,,,,,,,10144,UD-49,WRITE FUNCTIONALITY TEST CASE FOR COURSE NFO,To Do,02/Apr/26 10:19 AM
WRITE TEST CASE FOR ENROLL BUTTON FUNCTIONALITY,UD-78,10197,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:19 AM,02/Apr/26 10:19 AM,,,,,0,Test that the enroll button is present and functional in the course info section.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d12464,,,,,,,,,,,,,,,,0|i000hz:,,,UD Sprint 1,,,,,,,,,,,,10144,UD-49,WRITE FUNCTIONALITY TEST CASE FOR COURSE NFO,To Do,02/Apr/26 10:19 AM
WRITE TEST CASE FOR COURSE DESCRIPTION VISIBILITY,UD-76,10194,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:19 AM,02/Apr/26 10:19 AM,,,,,0,Check that the course description is present and displays the correct information.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f1af30,,,,,,,,,,,,,,,,0|i000i7:,,,UD Sprint 1,,,,,,,,,,,,10144,UD-49,WRITE FUNCTIONALITY TEST CASE FOR COURSE NFO,To Do,02/Apr/26 10:19 AM
WRITE TEST CASE FOR COURSE DURATION DISPLAY,UD-77,10195,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:19 AM,02/Apr/26 10:19 AM,,,,,0,Validate that the course duration is shown and is accurate in the course info section.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b627c40,,,,,,,,,,,,,,,,0|i000if:,,,UD Sprint 1,,,,,,,,,,,,10144,UD-49,WRITE FUNCTIONALITY TEST CASE FOR COURSE NFO,To Do,02/Apr/26 10:19 AM
WRITE TEST CASE FOR COURSE LANGUAGE DISPLAY,UD-79,10199,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:19 AM,02/Apr/26 10:19 AM,,,,,0,Verify that the language of the course is displayed correctly in the course info section.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@53fd1420,,,,,,,,,,,,,,,,0|i000in:,,,UD Sprint 1,,,,,,,,,,,,10144,UD-49,WRITE FUNCTIONALITY TEST CASE FOR COURSE NFO,To Do,02/Apr/26 10:19 AM
WRITE TEST CASE FOR COURSE LEVEL INDICATOR,UD-80,10201,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:19 AM,02/Apr/26 10:19 AM,,,,,0,"Ensure that the course level (e.g., Beginner, Intermediate, Advanced) is displayed and accurate in the course info section.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@25bb0037,,,,,,,,,,,,,,,,0|i000iv:,,,UD Sprint 1,,,,,,,,,,,,10144,UD-49,WRITE FUNCTIONALITY TEST CASE FOR COURSE NFO,To Do,02/Apr/26 10:19 AM
WRITE FUNCTIONALITY TEST CASE FOR VIDEO PREIEW,UD-50,10145,Task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 9:58 AM,02/Apr/26 9:58 AM,02/Apr/26 10:20 AM,,Kardo 1,13/Apr/26 12:00 AM,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6fdaabbf,,,,,,,,,,,,,,,,0|i000c7:,,,UD Sprint 1,13/Apr/26 12:00 AM,,,,,,,,,,,,,,To Do,02/Apr/26 9:58 AM
WRITE TEST CASE FOR VIDEO PREVIEW PAUSE AND RESUME,UD-81,10207,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:20 AM,02/Apr/26 10:20 AM,,,,,0,"Ensure that the video preview can be paused and resumed, and that the video resumes from the correct timestamp.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@520ab9b0,,,,,,,,,,,,,,,,0|i000j3:,,,UD Sprint 1,,,,,,,,,,,,10145,UD-50,WRITE FUNCTIONALITY TEST CASE FOR VIDEO PREIEW,To Do,02/Apr/26 10:20 AM
WRITE TEST CASE FOR VIDEO PREVIEW LOADING INDICATOR,UD-82,10206,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:20 AM,02/Apr/26 10:20 AM,,,,,0,Verify that a loading indicator is displayed while the video preview is buffering or loading.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@8affd23,,,,,,,,,,,,,,,,0|i000jb:,,,UD Sprint 1,,,,,,,,,,,,10145,UD-50,WRITE FUNCTIONALITY TEST CASE FOR VIDEO PREIEW,To Do,02/Apr/26 10:20 AM
WRITE TEST CASE FOR VIDEO PREVIEW FULLSCREEN MODE,UD-83,10208,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:20 AM,02/Apr/26 10:20 AM,,,,,0,Test that the video preview can enter and exit fullscreen mode without issues.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@49e25b8f,,,,,,,,,,,,,,,,0|i000jj:,,,UD Sprint 1,,,,,,,,,,,,10145,UD-50,WRITE FUNCTIONALITY TEST CASE FOR VIDEO PREIEW,To Do,02/Apr/26 10:20 AM
WRITE TEST CASE FOR VIDEO PREVIEW PLAYBACK FUNCTIONALITY,UD-84,10209,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:20 AM,02/Apr/26 10:20 AM,,,,,0,Verify that the video preview plays correctly when the play button is clicked and that playback controls function as expected.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@96fb531,,,,,,,,,,,,,,,,0|i000jr:,,,UD Sprint 1,,,,,,,,,,,,10145,UD-50,WRITE FUNCTIONALITY TEST CASE FOR VIDEO PREIEW,To Do,02/Apr/26 10:20 AM
WRITE TEST CASE FOR VIDEO PREVIEW AUDIO CONTROL,UD-85,10211,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:20 AM,02/Apr/26 10:20 AM,,,,,0,Check that the audio can be muted and unmuted during the video preview and that volume adjustments work as intended.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22841aca,,,,,,,,,,,,,,,,0|i000jz:,,,UD Sprint 1,,,,,,,,,,,,10145,UD-50,WRITE FUNCTIONALITY TEST CASE FOR VIDEO PREIEW,To Do,02/Apr/26 10:20 AM
WRITE TEST CASE FOR VIDEO PREVIEW ERROR HANDLING,UD-86,10213,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:20 AM,02/Apr/26 10:20 AM,,,,,0,Ensure that appropriate error messages are shown if the video preview fails to load or play.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c51bbb3,,,,,,,,,,,,,,,,0|i000k7:,,,UD Sprint 1,,,,,,,,,,,,10145,UD-50,WRITE FUNCTIONALITY TEST CASE FOR VIDEO PREIEW,To Do,02/Apr/26 10:20 AM
WRITE TEST CASE FOR VIDEO PREVIEW THUMBNAIL DISPLAY,UD-87,10215,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:20 AM,02/Apr/26 10:20 AM,,,,,0,Check that the correct video thumbnail is displayed before the video preview starts playing.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5879a20e,,,,,,,,,,,,,,,,0|i000kf:,,,UD Sprint 1,,,,,,,,,,,,10145,UD-50,WRITE FUNCTIONALITY TEST CASE FOR VIDEO PREIEW,To Do,02/Apr/26 10:20 AM
WRITE FUNCTIONALITY TEST CASE FOR ENROLL NOW BUTTON,UD-51,10146,Task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 9:59 AM,02/Apr/26 9:59 AM,02/Apr/26 10:21 AM,,Kardo 1,14/Apr/26 12:00 AM,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9fc8ec8,,,,,,,,,,,,,,,,0|i000cf:,,,UD Sprint 1,14/Apr/26 12:00 AM,,,,,,,,,,,,,,To Do,02/Apr/26 9:59 AM
WRITE TEST CASE FOR ENROLL NOW BUTTON ENABLE/DISABLE STATE,UD-88,10222,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:21 AM,02/Apr/26 10:21 AM,,,,,0,"Verify that the 'Enroll Now' button is enabled or disabled appropriately based on user eligibility, course availability, or other business rules.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c1efbd0,,,,,,,,,,,,,,,,0|i000kn:,,,UD Sprint 1,,,,,,,,,,,,10146,UD-51,WRITE FUNCTIONALITY TEST CASE FOR ENROLL NOW BUTTON,To Do,02/Apr/26 10:21 AM
WRITE TEST CASE FOR ENROLL NOW BUTTON LOADING STATE,UD-89,10225,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:21 AM,02/Apr/26 10:21 AM,,,,,0,Verify that a loading indicator or feedback is shown while the enrollment process is in progress after clicking the 'Enroll Now' button.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6779af0b,,,,,,,,,,,,,,,,0|i000kv:,,,UD Sprint 1,,,,,,,,,,,,10146,UD-51,WRITE FUNCTIONALITY TEST CASE FOR ENROLL NOW BUTTON,To Do,02/Apr/26 10:21 AM
WRITE TEST CASE FOR ENROLL NOW BUTTON VISIBILITY,UD-90,10223,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:21 AM,02/Apr/26 10:21 AM,,,,,0,Ensure that the 'Enroll Now' button is visible on the relevant course or page under all expected conditions.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3f5fa3fe,,,,,,,,,,,,,,,,0|i000l3:,,,UD Sprint 1,,,,,,,,,,,,10146,UD-51,WRITE FUNCTIONALITY TEST CASE FOR ENROLL NOW BUTTON,To Do,02/Apr/26 10:21 AM
WRITE TEST CASE FOR ENROLL NOW BUTTON CLICK FUNCTIONALITY,UD-91,10224,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:21 AM,02/Apr/26 10:21 AM,,,,,0,Test that clicking the 'Enroll Now' button initiates the enrollment process as expected and navigates or updates the UI accordingly.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c4ddc4d,,,,,,,,,,,,,,,,0|i000lb:,,,UD Sprint 1,,,,,,,,,,,,10146,UD-51,WRITE FUNCTIONALITY TEST CASE FOR ENROLL NOW BUTTON,To Do,02/Apr/26 10:21 AM
WRITE TEST CASE FOR ENROLL NOW BUTTON ERROR HANDLING,UD-92,10220,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:21 AM,02/Apr/26 10:21 AM,,,,,0,"Check that appropriate error messages or feedback are displayed if enrollment fails after clicking the 'Enroll Now' button (e.g., network issues, prerequisites not met).",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@43239801,,,,,,,,,,,,,,,,0|i000lj:,,,UD Sprint 1,,,,,,,,,,,,10146,UD-51,WRITE FUNCTIONALITY TEST CASE FOR ENROLL NOW BUTTON,To Do,02/Apr/26 10:21 AM
WRITE TEST CASE FOR ENROLL NOW BUTTON ACCESSIBILITY,UD-93,10227,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:21 AM,02/Apr/26 10:21 AM,,,,,0,"Ensure the 'Enroll Now' button is accessible via keyboard navigation and screen readers, and meets accessibility standards.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@57e56cb8,,,,,,,,,,,,,,,,0|i000lr:,,,UD Sprint 1,,,,,,,,,,,,10146,UD-51,WRITE FUNCTIONALITY TEST CASE FOR ENROLL NOW BUTTON,To Do,02/Apr/26 10:21 AM
WRITE FUNCTIONALITY TEST CASE TO SEE MY COURSES,UD-52,10147,Task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:00 AM,02/Apr/26 10:23 AM,02/Apr/26 10:22 AM,,Kardo 1,15/Apr/26 12:00 AM,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1c2cabc3,,,,,,,,,,,,,,,,0|i000cn:,,,UD Sprint 1,15/Apr/26 12:00 AM,,,,,,,,,,,,,,To Do,02/Apr/26 10:00 AM
